"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cdk2ap2.5",3.36470581347834e-17,1.03666914893313,0.622,0.447,4.64632225783224e-13,"Granulocytes 7","Cdk2ap2"
"H2-T24.3",3.42585660325871e-17,0.438289188428294,0.141,0.023,4.73076538343996e-13,"Granulocytes 7","H2-T24"
"Picalm.6",4.87504193144087e-17,0.760622629914438,0.618,0.409,6.73194540312669e-13,"Granulocytes 7","Picalm"
"Gapdh.5",4.90132757656803e-17,-0.532092913660176,0.961,0.97,6.76824325048279e-13,"Granulocytes 7","Gapdh"
"Trim34a.2",4.93569642366343e-17,0.505020825724174,0.173,0.037,6.81570319143684e-13,"Granulocytes 7","Trim34a"
"Casp4.6",1.0750013606465e-16,0.714235680225144,0.657,0.46,1.48446937891675e-12,"Granulocytes 7","Casp4"
"Hp.6",1.09928576824986e-16,0.744807871983309,0.731,0.526,1.51800371737624e-12,"Granulocytes 7","Hp"
"Ltb4r1.6",1.14318145119186e-16,0.783354938415732,0.406,0.233,1.57861926595085e-12,"Granulocytes 7","Ltb4r1"
"Snx20.5",2.24234696919258e-16,0.681975304855631,0.717,0.521,3.09645692975804e-12,"Granulocytes 7","Snx20"
"Zyx.6",2.28484516582831e-16,0.759134358908199,0.463,0.29,3.15514268949231e-12,"Granulocytes 7","Zyx"
"Zfp36.6",4.83751611375964e-16,0.662464358831494,0.749,0.557,6.68012600149069e-12,"Granulocytes 7","Zfp36"
"Resf1.6",5.98126972660482e-16,0.731995275651486,0.848,0.671,8.25953536546859e-12,"Granulocytes 7","Resf1"
"Sp110.3",6.2135784053228e-16,0.504610961259425,0.163,0.043,8.58033041991026e-12,"Granulocytes 7","Sp110"
"Ier2.6",7.58683391593936e-16,0.70512371512187,0.498,0.289,1.04766589545207e-11,"Granulocytes 7","Ier2"
"Pstpip1.4",9.11923466854489e-16,0.668750745466475,0.385,0.19,1.25927511537936e-11,"Granulocytes 7","Pstpip1"
"Cxcl3.6",1.18775194894663e-15,-1.58447358807279,0.364,0.575,1.6401666663004e-11,"Granulocytes 7","Cxcl3"
"Actb.6",1.29015282088171e-15,0.605005980372768,0.972,0.938,1.78157203035556e-11,"Granulocytes 7","Actb"
"Gcnt2.5",2.45300245019485e-15,0.691332357964009,0.495,0.287,3.38735108347407e-11,"Granulocytes 7","Gcnt2"
"Pttg1.4",2.82539406588196e-15,0.732747907544443,0.417,0.226,3.90158666557639e-11,"Granulocytes 7","Pttg1"
"Hilpda.5",3.00855597248949e-15,-0.677640008857145,0.661,0.847,4.15451494241074e-11,"Granulocytes 7","Hilpda"
"Anxa1.5",3.17645204004777e-15,0.772787024197575,0.364,0.171,4.38636262210196e-11,"Granulocytes 7","Anxa1"
"Cmtm6.4",3.45544349542775e-15,0.634647075649501,0.24,0.102,4.77162192283618e-11,"Granulocytes 7","Cmtm6"
"Nlrp12.3",3.81006164974594e-15,0.484726781214335,0.12,0.024,5.26131413213416e-11,"Granulocytes 7","Nlrp12"
"Adar.3",4.11854791708004e-15,0.522096981446174,0.187,0.052,5.68730281869583e-11,"Granulocytes 7","Adar"
"Zup1.3",4.15700470107107e-15,0.521432788529347,0.18,0.048,5.74040779170904e-11,"Granulocytes 7","Zup1"
"Il15ra.1",4.54101153793265e-15,0.472674489989538,0.134,0.029,6.27068283273119e-11,"Granulocytes 7","Il15ra"
"Lbr.4",5.25691103797547e-15,0.6464654568987,0.201,0.101,7.25926845234033e-11,"Granulocytes 7","Lbr"
"Sema4a.5",5.28491808813219e-15,0.717489352574922,0.286,0.137,7.29794338790174e-11,"Granulocytes 7","Sema4a"
"Vamp8.5",5.58514439877372e-15,0.611667825044808,0.693,0.479,7.71252590026663e-11,"Granulocytes 7","Vamp8"
"Jaml.6",6.3326474943797e-15,0.631633686455012,0.244,0.088,8.74475292498893e-11,"Granulocytes 7","Jaml"
"Pfkfb4.5",6.52008983241822e-15,0.570330666579819,0.265,0.099,9.00359204958632e-11,"Granulocytes 7","Pfkfb4"
"Tmsb4x.5",7.18958414191758e-15,0.507001836203203,0.993,0.987,9.92809674157398e-11,"Granulocytes 7","Tmsb4x"
"Cxcr4.4",7.34693896431978e-15,0.811473577107919,0.463,0.26,1.01453880158292e-10,"Granulocytes 7","Cxcr4"
"Trim56.3",7.79781298018507e-15,0.600189515167073,0.276,0.101,1.07679999443376e-10,"Granulocytes 7","Trim56"
"Lst1.6",7.82170009065317e-15,0.59124240980849,0.845,0.69,1.0800985655183e-10,"Granulocytes 7","Lst1"
"Ifrd1.5",7.91735801559427e-15,-1.03534055136252,0.367,0.58,1.09330796837341e-10,"Granulocytes 7","Ifrd1"
"Skap2.6",8.77500315522958e-15,0.631732778395777,0.562,0.355,1.21174018570565e-10,"Granulocytes 7","Skap2"
"Samd9l.5",9.18214235680396e-15,0.807423242080538,0.505,0.348,1.26796203805106e-10,"Granulocytes 7","Samd9l"
"Tbc1d14.3",1.19535949718342e-14,0.503945222110851,0.166,0.049,1.65067192966058e-10,"Granulocytes 7","Tbc1d14"
"Il6ra.4",1.25569850600933e-14,0.630149726996476,0.216,0.082,1.73399406694829e-10,"Granulocytes 7","Il6ra"
"Usp25.4",1.27234409916817e-14,0.571320614322499,0.371,0.172,1.75697996654132e-10,"Granulocytes 7","Usp25"
"Mtus1.3",1.51428371053862e-14,0.432838197928225,0.155,0.036,2.09107437588278e-10,"Granulocytes 7","Mtus1"
