"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sall1.1",4.05631430032254e-248,1.72887358054496,0.74,0.1,6.79635461019041e-244,"Microglia 1","Sall1"
"Ivns1abp.1",4.53252852065454e-247,1.69375790143074,0.828,0.217,7.59425153635668e-243,"Microglia 1","Ivns1abp"
"Lpcat2.1",9.94711063970842e-247,1.60546793363825,0.96,0.444,1.66663838768315e-242,"Microglia 1","Lpcat2"
"Vsir.1",6.26430922561248e-246,1.59515460870943,0.962,0.482,1.04958501075137e-241,"Microglia 1","Vsir"
"Ltc4s.1",1.33374039041608e-244,1.79550244922823,0.93,0.257,2.23468202414213e-240,"Microglia 1","Ltc4s"
"Frmd4a.1",1.34945809502037e-244,1.73594358235658,0.813,0.19,2.26101703820663e-240,"Microglia 1","Frmd4a"
"Golm1.1",3.98090549572172e-243,1.74536415558148,0.875,0.253,6.67000715808174e-239,"Microglia 1","Golm1"
"Glul.1",1.73568446681507e-241,1.74087980417203,0.895,0.32,2.90813932414864e-237,"Microglia 1","Glul"
"C1qa.1",3.15837379025551e-241,1.5872279741214,1,0.428,5.29185528557311e-237,"Microglia 1","C1qa"
"Fcrls.1",1.08762799342085e-240,1.35205039449695,0.98,0.309,1.82232070297663e-236,"Microglia 1","Fcrls"
"Ptgs1.1",1.95331344829076e-240,1.74953424361521,0.842,0.194,3.27277668261117e-236,"Microglia 1","Ptgs1"
"Fxyd5.1",2.5303965705199e-239,-3.21238289282155,0.152,0.781,4.23967945390609e-235,"Microglia 1","Fxyd5"
"Mafb.1",5.88949913348695e-237,1.80269267832172,0.96,0.419,9.86785579815738e-233,"Microglia 1","Mafb"
"Lgmn.1",1.6417797052897e-234,1.58275336133805,1,0.575,2.7508018962129e-230,"Microglia 1","Lgmn"
"Itgb5.1",2.19794939880618e-232,1.61285616938741,0.947,0.383,3.68266421769975e-228,"Microglia 1","Itgb5"
"AC149090.1.1",1.92157886386001e-230,1.70859880380718,0.895,0.304,3.21960538639744e-226,"Microglia 1","AC149090.1"
"Abca9.1",1.36140231636282e-227,1.59942336949839,0.677,0.095,2.2810295810659e-223,"Microglia 1","Abca9"
"Tmcc3.1",5.4076918539972e-226,1.58921804331778,0.757,0.131,9.06058770137231e-222,"Microglia 1","Tmcc3"
"Mtdh.1",7.06653042571107e-225,1.53448799460057,0.945,0.518,1.18399717282789e-220,"Microglia 1","Mtdh"
"C1qb.1",6.1142578980884e-223,1.50152596848458,1,0.496,1.02444391082471e-218,"Microglia 1","C1qb"
"Nav2.1",1.8778685881478e-222,1.58418435199069,0.657,0.08,3.14636881944164e-218,"Microglia 1","Nav2"
"Jun.1",2.25753003872126e-221,1.81228088485504,0.938,0.564,3.78249157987747e-217,"Microglia 1","Jun"
"Ccr5.1",8.24618773263709e-220,1.69062587200383,0.885,0.353,1.38164875460335e-215,"Microglia 1","Ccr5"
"P2ry13.1",2.30935826372478e-218,1.73768194760784,0.785,0.176,3.86932977087087e-214,"Microglia 1","P2ry13"
"Nrip1.1",1.07774499884726e-217,1.61933542802046,0.788,0.219,1.80576174556858e-213,"Microglia 1","Nrip1"
"Pou2f2.1",3.49543847148378e-211,1.66258261840802,0.867,0.301,5.85660715897107e-207,"Microglia 1","Pou2f2"
"Entpd1.1",3.59799254617188e-211,1.64725603981546,0.857,0.285,6.02843651111098e-207,"Microglia 1","Entpd1"
"Itm2b.1",2.59935904024818e-210,1.25627857266408,1,0.935,4.35522607193583e-206,"Microglia 1","Itm2b"
"Bin1.1",3.05292932622777e-210,1.49723120807956,0.922,0.361,5.11518308609462e-206,"Microglia 1","Bin1"
"Cd52.1",2.81987122445452e-208,-2.07735381652045,0.857,0.946,4.72469423657355e-204,"Microglia 1","Cd52"
"Laptm5.1",3.07217274361557e-206,1.21225992434294,0.997,0.839,5.14742543192788e-202,"Microglia 1","Laptm5"
"Cttnbp2nl.1",1.1929947994528e-205,1.5409509548485,0.762,0.217,1.99886278648316e-201,"Microglia 1","Cttnbp2nl"
"Serpine2.1",8.97208274232266e-205,1.59126199589865,0.748,0.138,1.50327246347616e-200,"Microglia 1","Serpine2"
"Pdgfb.1",1.47835781317803e-204,1.63948261003523,0.755,0.16,2.47698851597979e-200,"Microglia 1","Pdgfb"
"Rnase4.1",1.54056169970288e-203,1.58403799580979,0.878,0.299,2.58121112785218e-199,"Microglia 1","Rnase4"
"Trf.1",5.38997748023006e-202,1.49703241616274,0.927,0.372,9.03090726812547e-198,"Microglia 1","Trf"
"F11r.1",6.55751379748292e-201,1.48595379611816,0.883,0.326,1.09871143676826e-196,"Microglia 1","F11r"
"Ophn1.1",3.5988342566187e-200,1.5207109357178,0.73,0.144,6.02984679696463e-196,"Microglia 1","Ophn1"
"Ssh2.1",1.87849692067005e-199,1.52954597942502,0.887,0.394,3.14742159058267e-195,"Microglia 1","Ssh2"
"Scamp2.1",3.35108905943629e-198,1.45590847860378,0.883,0.412,5.6147497190855e-194,"Microglia 1","Scamp2"
"Unc93b1.1",1.49190719774577e-197,1.32042621939895,0.968,0.579,2.49969050982303e-193,"Microglia 1","Unc93b1"
"S100a11.1",5.50131783535102e-196,-3.863307736737,0.122,0.684,9.21745803313063e-192,"Microglia 1","S100a11"
"Pag1.1",2.82132166060312e-195,1.5356355192602,0.77,0.204,4.72712444234053e-191,"Microglia 1","Pag1"
"Mylip.1",4.38978827991966e-194,1.56546057781013,0.792,0.241,7.35509026300539e-190,"Microglia 1","Mylip"
"Smap2.1",6.94352726270403e-193,1.4603752477605,0.835,0.346,1.16338799286606e-188,"Microglia 1","Smap2"
"S100a6.1",2.20005975360978e-191,-4.1324728307264,0.042,0.612,3.68620011717319e-187,"Microglia 1","S100a6"
"Nav3.1",3.91809084998696e-191,1.51663922422282,0.667,0.102,6.56476121915315e-187,"Microglia 1","Nav3"
"Ly86.1",4.75442595341938e-191,1.28303417494231,0.998,0.573,7.96604068495417e-187,"Microglia 1","Ly86"
"Rasgrp3.1",1.18840528436333e-190,1.47032373003101,0.63,0.087,1.99117305395077e-186,"Microglia 1","Rasgrp3"
"H3f3a.1",1.90157072690757e-188,-1.65476853291582,0.908,0.969,3.18608175293363e-184,"Microglia 1","H3f3a"
"Rgs2.1",1.09418275648511e-186,1.44006553315317,0.942,0.49,1.83330320849081e-182,"Microglia 1","Rgs2"
"Pde3b.1",7.84049678946095e-185,1.45785911250983,0.735,0.191,1.31367523707418e-180,"Microglia 1","Pde3b"
"Dock4.1",9.49664229978505e-184,1.44843704100945,0.69,0.164,1.59116241732898e-179,"Microglia 1","Dock4"
"Ctss.1",9.60862314085574e-184,1.3259867922411,1,0.811,1.60992480725038e-179,"Microglia 1","Ctss"
"Itga6.1",7.4052864891118e-183,1.49876232834718,0.782,0.216,1.24075575125068e-178,"Microglia 1","Itga6"
"Inpp5d.1",7.80324515595325e-181,1.35077890947152,0.867,0.392,1.30743372587997e-176,"Microglia 1","Inpp5d"
"Lgals3.1",1.90116106016313e-179,-3.51041617188658,0.083,0.629,3.18539535630332e-175,"Microglia 1","Lgals3"
"Fgd2.1",1.42235458031398e-178,1.40171465999057,0.685,0.145,2.38315509931607e-174,"Microglia 1","Fgd2"
"Adap2.1",1.56391821606707e-178,1.3847406616363,0.68,0.178,2.62034497102038e-174,"Microglia 1","Adap2"
"St3gal6.1",1.73043671220395e-178,1.44240768541368,0.682,0.135,2.89934671129772e-174,"Microglia 1","St3gal6"
"Abhd12.1",1.8477085101216e-178,1.32783285172387,0.908,0.348,3.09583560870874e-174,"Microglia 1","Abhd12"
"Sem1.1",5.45189284847238e-177,-1.60011846508591,0.685,0.903,9.13464646761547e-173,"Microglia 1","Sem1"
"Ifitm2.1",8.41871638025184e-176,-3.68052696217475,0.148,0.684,1.4105559295112e-171,"Microglia 1","Ifitm2"
"Man2b1.1",2.88903949548017e-173,1.35469714143788,0.912,0.487,4.84058567467702e-169,"Microglia 1","Man2b1"
"Rrbp1.1",1.0516781988374e-171,1.25133090564036,0.968,0.647,1.76208682215207e-167,"Microglia 1","Rrbp1"
"Gapdh.1",8.40278259615827e-171,-1.88920819920459,0.808,0.931,1.40788622398632e-166,"Microglia 1","Gapdh"
"Ecscr.1",3.40970282159503e-170,1.42896919680378,0.713,0.155,5.71295707758248e-166,"Microglia 1","Ecscr"
"Txn1.1",3.45600641898171e-170,-3.03772012961596,0.328,0.804,5.79053875500386e-166,"Microglia 1","Txn1"
"Fcgr3.1",2.41091058192575e-168,1.22384767324764,0.98,0.625,4.03948068001659e-164,"Microglia 1","Fcgr3"
"Mir99ahg.1",2.45395885784397e-168,1.30684766818049,0.545,0.069,4.11160806631757e-164,"Microglia 1","Mir99ahg"
"Sh3bgrl3.1",2.00060818544579e-167,-1.27668541537185,0.89,0.952,3.35201901471442e-163,"Microglia 1","Sh3bgrl3"
"E230029C05Rik.1",1.14692463770541e-166,1.43851686871067,0.725,0.192,1.92167223047541e-162,"Microglia 1","E230029C05Rik"
"Rhoh.1",2.95425837599199e-166,1.38913517618102,0.802,0.259,4.94985990897457e-162,"Microglia 1","Rhoh"
"Tspo.1",5.19601279400564e-166,-1.76306893156765,0.577,0.86,8.70591943635645e-162,"Microglia 1","Tspo"
"Pmp22.1",3.32974130199725e-165,1.40865953013597,0.702,0.158,5.57898155149639e-161,"Microglia 1","Pmp22"
"Ckb.1",7.97955845855731e-165,1.12186419968561,0.923,0.355,1.33697501973128e-160,"Microglia 1","Ckb"
"Anxa2.1",2.04422091556657e-164,-2.25899121234971,0.02,0.547,3.42509214403179e-160,"Microglia 1","Anxa2"
"Dleu2.1",4.97048932683562e-162,1.38623559671623,0.858,0.391,8.32805486711309e-158,"Microglia 1","Dleu2"
"Ifngr1.1",2.23313323898886e-161,1.19161759914069,0.968,0.605,3.74161474192583e-157,"Microglia 1","Ifngr1"
"Adgrg1.1",4.57259533449447e-159,1.31964844666464,0.567,0.083,7.66138348294548e-155,"Microglia 1","Adgrg1"
"Pld4.1",1.01476066429466e-158,1.27905587732837,0.902,0.434,1.70023149302571e-154,"Microglia 1","Pld4"
"Slc2a5.1",1.42208695714813e-158,1.3572101696193,0.545,0.076,2.3827066967017e-154,"Microglia 1","Slc2a5"
"Frmd4b.1",4.00944132680966e-156,1.2790290395152,0.618,0.133,6.71781894306959e-152,"Microglia 1","Frmd4b"
"Ldhb.1",4.9435895792006e-156,1.22621287218027,0.825,0.261,8.2829843399506e-152,"Microglia 1","Ldhb"
"Otulinl.1",8.73330735859697e-156,1.26454197590927,0.857,0.42,1.46326564793292e-151,"Microglia 1","Otulinl"
"Msrb1.1",1.08717222129001e-154,-2.92640284758855,0.108,0.627,1.82155705677141e-150,"Microglia 1","Msrb1"
"Bmp2k.1",2.25708303466039e-153,1.29414029554896,0.8,0.358,3.78174262457349e-149,"Microglia 1","Bmp2k"
"Mbnl1.1",4.57557786323238e-153,1.24799942921623,0.923,0.531,7.66638070984585e-149,"Microglia 1","Mbnl1"
"Ifitm3.1",4.01092367477519e-152,-3.72576239284703,0.252,0.701,6.72030261708583e-148,"Microglia 1","Ifitm3"
"Ctsf.1",1.13772358191932e-151,1.25522594173719,0.593,0.105,1.90625586150583e-147,"Microglia 1","Ctsf"
"Ctsd.1",3.93885747291267e-151,1.10520589115283,1,0.833,6.59955569586517e-147,"Microglia 1","Ctsd"
"Pfn1.1",4.61743399817731e-151,-1.10307089812629,0.96,0.956,7.73651066394609e-147,"Microglia 1","Pfn1"
"Tcf4.1",5.04440181508904e-151,1.37870239971962,0.77,0.296,8.45189524118168e-147,"Microglia 1","Tcf4"
"Ctsl.1",4.63009840384352e-150,0.926546332340557,0.997,0.588,7.75772987563982e-146,"Microglia 1","Ctsl"
"Serf2.1",1.30518112955136e-149,-0.957812847226967,0.947,0.963,2.1868309825633e-145,"Microglia 1","Serf2"
"Fam102b.1",1.03360545509088e-147,1.31760864885805,0.643,0.154,1.73180594000477e-143,"Microglia 1","Fam102b"
"Cyfip1.1",1.53088755336073e-146,1.24840833974521,0.843,0.461,2.56500209565591e-142,"Microglia 1","Cyfip1"
"P2ry6.1",2.21718262027718e-146,1.31620062642991,0.758,0.309,3.71488948027442e-142,"Microglia 1","P2ry6"
"Fau.1",1.02566416707094e-145,-0.890962168173387,0.998,0.995,1.71850031192735e-141,"Microglia 1","Fau"
"Pkm.1",6.75778438923476e-145,-1.99665920838257,0.3,0.76,1.13226677441628e-140,"Microglia 1","Pkm"
"Col27a1.1",2.088837360086e-144,1.19922909179872,0.453,0.048,3.49984699682409e-140,"Microglia 1","Col27a1"
"Sirpa.1",6.32416306429286e-143,1.21847412196945,0.883,0.467,1.05961352142227e-138,"Microglia 1","Sirpa"
"Cd33.1",1.35182565146358e-142,1.24444663314407,0.818,0.315,2.26498387902724e-138,"Microglia 1","Cd33"
"Tpt1.1",1.80828557409451e-142,-1.00543756791423,0.998,0.994,3.02978247939536e-138,"Microglia 1","Tpt1"
"Camk1.1",1.42989709546166e-141,1.21625281290091,0.808,0.311,2.39579258344602e-137,"Microglia 1","Camk1"
"Rapgef5.1",5.12050615209235e-141,1.15312952512943,0.478,0.058,8.57940805783073e-137,"Microglia 1","Rapgef5"
"Lilrb4a.1",4.10264450991981e-140,-1.92867811010593,0.025,0.509,6.87398087637064e-136,"Microglia 1","Lilrb4a"
"Tubgcp5.1",9.6298751024997e-140,1.23445143899575,0.57,0.125,1.61348557342382e-135,"Microglia 1","Tubgcp5"
"Vim.1",1.55507893660774e-139,-2.88864680409357,0.062,0.544,2.60553475828628e-135,"Microglia 1","Vim"
"Dst.1",5.6144157271291e-138,1.19764113720618,0.568,0.104,9.40695355080481e-134,"Microglia 1","Dst"
"Wfdc17.1",3.1043128852366e-137,-3.81348012655792,0.093,0.58,5.20127623921393e-133,"Microglia 1","Wfdc17"
"Sft2d1.1",4.72945182095498e-136,1.18988808958565,0.795,0.373,7.92419652601006e-132,"Microglia 1","Sft2d1"
"Csmd3.1",7.80455481937193e-136,1.17998615868224,0.41,0.038,1.30765315998577e-131,"Microglia 1","Csmd3"
"Apbb1ip.1",3.54089838873239e-135,1.16220165025753,0.89,0.559,5.93277525032112e-131,"Microglia 1","Apbb1ip"
"Smad7.1",1.02489465554621e-134,1.35035415205697,0.742,0.294,1.71721099536768e-130,"Microglia 1","Smad7"
"Iqgap1.1",1.29693820441411e-134,-1.75738714723949,0.05,0.539,2.17301996149585e-130,"Microglia 1","Iqgap1"
"Srgn.1",1.36884900753734e-134,-2.53216930955242,0.715,0.912,2.29350651212881e-130,"Microglia 1","Srgn"
"Gm15503.1",3.53116453473343e-134,1.08277135218704,0.418,0.043,5.91646617794586e-130,"Microglia 1","Gm15503"
"Sox4.1",5.43775637978929e-134,1.40259051786309,0.438,0.052,9.11096081433695e-130,"Microglia 1","Sox4"
"Fscn1.1",5.57110349385669e-133,1.05685644246442,0.535,0.088,9.33438390395689e-129,"Microglia 1","Fscn1"
"Aif1.1",1.70092773558536e-132,0.902053267807087,0.967,0.506,2.84990442097326e-128,"Microglia 1","Aif1"
"Dock10.1",1.70787853715716e-132,1.22604577938897,0.753,0.313,2.86155048900683e-128,"Microglia 1","Dock10"
"Zfp36l1.1",5.5162026391114e-132,1.35333939582758,0.885,0.51,9.24239752183115e-128,"Microglia 1","Zfp36l1"
"Asph.1",9.41014762701175e-132,1.19051982864354,0.63,0.16,1.57667023490582e-127,"Microglia 1","Asph"
"Elmo1.1",2.23947094529129e-131,1.2264688075454,0.692,0.234,3.75223356883556e-127,"Microglia 1","Elmo1"
"Myl6.1",2.33066342464459e-131,-1.22413944895832,0.79,0.904,3.905026567992e-127,"Microglia 1","Myl6"
"Macf1.1",1.52398130329673e-130,1.29712496782361,0.742,0.324,2.55343067367367e-126,"Microglia 1","Macf1"
"Fchsd2.1",6.72384496695987e-129,1.19672152033673,0.61,0.149,1.12658022421413e-124,"Microglia 1","Fchsd2"
"Tmem173.1",9.23902918673517e-129,1.21765017072744,0.73,0.298,1.54799934023748e-124,"Microglia 1","Tmem173"
"Mif.1",1.45408671382584e-128,-2.46405832271511,0.383,0.776,2.4363222890152e-124,"Microglia 1","Mif"
"Ints6l.1",4.20644254994427e-128,1.11360955499561,0.508,0.093,7.04789449243163e-124,"Microglia 1","Ints6l"
"Slc29a3.1",4.92440450912732e-128,1.21829100502668,0.672,0.24,8.25083975504282e-124,"Microglia 1","Slc29a3"
"Cyth4.1",9.12746557793323e-128,1.0705245501377,0.898,0.554,1.52930685758271e-123,"Microglia 1","Cyth4"
"Jmjd1c.1",1.35900070907353e-127,1.20956687668921,0.725,0.281,2.2770056880527e-123,"Microglia 1","Jmjd1c"
"Pros1.1",1.8041177491378e-127,1.17041200667388,0.593,0.143,3.02279928868038e-123,"Microglia 1","Pros1"
"Slc1a3.1",2.03150627419811e-127,1.12731759928063,0.475,0.066,3.40378876241894e-123,"Microglia 1","Slc1a3"
"Atp8a2.1",5.4500668477519e-127,0.978737435916932,0.397,0.036,9.13158700340831e-123,"Microglia 1","Atp8a2"
"Crybb1.1",9.22946141823874e-127,1.29758745039789,0.6,0.133,1.5463962606259e-122,"Microglia 1","Crybb1"
"Git2.1",2.90510405420017e-126,1.19827798838088,0.717,0.279,4.86750184281239e-122,"Microglia 1","Git2"
"Wasf2.1",4.53218759994355e-126,1.11954336352499,0.777,0.428,7.59368032370543e-122,"Microglia 1","Wasf2"
"Aldoa.1",8.03979971572496e-126,-2.00894276078065,0.505,0.826,1.34706844236972e-121,"Microglia 1","Aldoa"
"Tmem176b.1",6.22342267153409e-125,1.09892004686595,0.885,0.397,1.04273446861554e-120,"Microglia 1","Tmem176b"
"Cxxc5.1",3.02658639973832e-124,1.09969109662615,0.507,0.091,5.07104551276156e-120,"Microglia 1","Cxxc5"
"Rnf13.1",9.75591751811255e-124,1.13970481091169,0.733,0.316,1.63460398015976e-119,"Microglia 1","Rnf13"
"Numb.1",1.07582893170534e-123,1.19542814948852,0.608,0.165,1.80255137507229e-119,"Microglia 1","Numb"
"Hps4.1",3.32543860148451e-123,1.12703018082201,0.562,0.141,5.5717723767873e-119,"Microglia 1","Hps4"
"Mgat4a.1",1.74655333607993e-122,1.16210118839372,0.602,0.166,2.92635011460192e-118,"Microglia 1","Mgat4a"
"Calm1.1",2.36497136958484e-122,-1.3268170367704,0.805,0.914,3.9625095297394e-118,"Microglia 1","Calm1"
"Sgk1.1",3.66245653656039e-122,1.38398587197264,0.717,0.278,6.13644592700694e-118,"Microglia 1","Sgk1"
"Anxa3.1",1.36294342791693e-121,1.14610548538964,0.83,0.374,2.28361171347481e-117,"Microglia 1","Anxa3"
"Adrb2.1",1.95108187236177e-121,1.12570940673852,0.535,0.103,3.26903767714215e-117,"Microglia 1","Adrb2"
"Ywhah.1",2.20519239503275e-121,1.10085015730379,0.9,0.578,3.69479985787737e-117,"Microglia 1","Ywhah"
"Lag3.1",6.69046912909347e-121,1.14234909740445,0.528,0.099,1.12098810257961e-116,"Microglia 1","Lag3"
"Grn.1",2.10926488692303e-120,0.940262498915261,0.982,0.663,3.53407331803953e-116,"Microglia 1","Grn"
"Comt.1",4.32614418634209e-120,1.14920802393873,0.758,0.334,7.24845458421618e-116,"Microglia 1","Comt"
"Cox8a.1",1.13814290468349e-119,-0.936833817509123,0.88,0.941,1.90695843679719e-115,"Microglia 1","Cox8a"
"Bhlhe41.1",6.27045225991775e-119,1.24786576188822,0.592,0.145,1.05061427614922e-114,"Microglia 1","Bhlhe41"
"Atp5e.1",1.48969202482188e-118,-0.998350626504383,0.807,0.912,2.49597898758906e-114,"Microglia 1","Atp5e"
"Cstb.1",1.62602537374747e-118,-3.05568437403683,0.395,0.754,2.72440551371388e-114,"Microglia 1","Cstb"
"Gpr155.1",2.27281386743336e-117,1.03555543453659,0.417,0.056,3.80809963488459e-113,"Microglia 1","Gpr155"
"Jund.1",5.16975423060551e-117,1.16365174346776,0.923,0.646,8.66192321337953e-113,"Microglia 1","Jund"
"Gng5.1",6.03034447524987e-117,-1.06739487468877,0.883,0.95,1.01038421682812e-112,"Microglia 1","Gng5"
"Phyhd1.1",6.16284155134629e-117,1.07899430710309,0.58,0.136,1.03258410192807e-112,"Microglia 1","Phyhd1"
"Blnk.1",8.78251512933675e-117,1.06326293014758,0.565,0.13,1.47151040992037e-112,"Microglia 1","Blnk"
"Lpar6.1",1.15343913313019e-116,1.15167369338765,0.553,0.151,1.93258726755963e-112,"Microglia 1","Lpar6"
"Syngr1.1",2.23254663831513e-116,0.698709346591604,0.795,0.311,3.74063189249699e-112,"Microglia 1","Syngr1"
"Arsb.1",3.05324852281574e-116,1.15464818763684,0.592,0.148,5.11571789997777e-112,"Microglia 1","Arsb"
"Ctsh.1",9.73225386504113e-116,0.913442113049122,0.99,0.67,1.63063913508764e-111,"Microglia 1","Ctsh"
"Dusp7.1",3.15788581008396e-115,1.09191331581528,0.533,0.122,5.29103767479567e-111,"Microglia 1","Dusp7"
"Snx5.1",7.05824114862529e-115,1.09569441230635,0.802,0.419,1.18260830445217e-110,"Microglia 1","Snx5"
"Pla2g15.1",7.77619827111641e-114,1.07455672457523,0.568,0.148,1.30290202032555e-109,"Microglia 1","Pla2g15"
"Luc7l2.1",2.63967037069069e-113,1.10254153208078,0.797,0.434,4.42276770609226e-109,"Microglia 1","Luc7l2"
"Rtn4rl1.1",5.2642469609521e-113,1.01788373056835,0.417,0.059,8.82024578307525e-109,"Microglia 1","Rtn4rl1"
"H2-D1.1",6.14567470871764e-113,-1.24568934117329,0.888,0.934,1.02970779744564e-108,"Microglia 1","H2-D1"
"Hexa.1",6.24854329977083e-113,1.00772573411326,0.92,0.562,1.0469434298766e-108,"Microglia 1","Hexa"
"Inka1.1",1.02871106190165e-112,1.01615636155393,0.447,0.075,1.72360538421622e-108,"Microglia 1","Inka1"
"Emb.1",2.30068222394494e-112,-1.48796387911823,0.003,0.388,3.85479306621975e-108,"Microglia 1","Emb"
"Tmsb10.1",3.53963226547067e-112,-3.03015809528983,0.413,0.686,5.9306538607961e-108,"Microglia 1","Tmsb10"
"Basp1.1",1.36002333581609e-111,0.747966238749064,0.985,0.627,2.27871909915986e-107,"Microglia 1","Basp1"
"Chd9.1",1.64815332951304e-111,1.12849390309796,0.573,0.199,2.7614809035991e-107,"Microglia 1","Chd9"
"Itgam.1",2.97286500967238e-111,1.05771913498938,0.917,0.553,4.98103532370607e-107,"Microglia 1","Itgam"
"Lmo2.1",3.35536720338856e-111,1.09560291351378,0.643,0.237,5.62191774927753e-107,"Microglia 1","Lmo2"
"Elob.1",1.1065772739132e-110,-1.18357689503375,0.665,0.882,1.85407022244157e-106,"Microglia 1","Elob"
"Atox1.1",1.50472118064596e-110,-1.40958357362303,0.738,0.865,2.52116033817231e-106,"Microglia 1","Atox1"
"Timp2.1",3.02422868031466e-110,0.815218451507812,0.875,0.405,5.06709515386722e-106,"Microglia 1","Timp2"
"Fam91a1.1",3.87849285727018e-110,1.06296617290913,0.528,0.133,6.49841478235618e-106,"Microglia 1","Fam91a1"
"Lgals1.1",4.50141657000215e-110,-2.50409723719176,0.077,0.495,7.5421234630386e-106,"Microglia 1","Lgals1"
"Ppp1r9a.1",5.23992078391804e-110,0.969160174147387,0.393,0.05,8.77948727345468e-106,"Microglia 1","Ppp1r9a"
"Gal3st4.1",5.61402800634341e-110,1.07272462661083,0.487,0.096,9.40630392462838e-106,"Microglia 1","Gal3st4"
"Slc7a8.1",6.7267649825497e-110,1.12300555310906,0.603,0.201,1.1270694728262e-105,"Microglia 1","Slc7a8"
"Il6st.1",1.73070083489864e-109,1.01974588882896,0.503,0.115,2.89978924887266e-105,"Microglia 1","Il6st"
